Sales,CO2_Emissions,Tesla_Open,Tesla_High,Tesla_Low,Tesla_Close,Tesla_Adj_Close,Tesla_Volume,GDP Deflator,Coal,Distillate,Residual,Kerosene,Propane,Natural Gas,Electricity,Wood,Motor Gasoline,Jet Fuel,Chip_Cost,Electricity_Price
237764,5417.285716,17.73685667,17.9631749,17.39739662,17.6607301,17.6607301,94891642.86,0.873662712,5.78,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.141
237764,5417.285716,16.002232,16.23452183,15.6604637,15.95878274,15.95878274,99164673.91,0.873662712,5.78,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.8,0.136
237764,5417.285716,16.43343884,16.66677163,16.19073674,16.43887726,16.43887726,85043526.32,0.873662712,5.78,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.134
237764,5417.285716,14.58936368,14.82248486,14.3418485,14.57742418,14.57742418,86554227.27,0.873662712,5.78,21.81,14.75,29.84,22.22,8.04,47.25,,,,58.7,0.135
228046,5267.385812,13.52683335,13.7534666,13.28846655,13.55036655,13.55036655,67653825,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.138
228046,5267.385812,13.97687721,14.24249121,13.78687711,14.04487726,14.04487726,84250657.89,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.138
228046,5267.385812,13.03054545,13.19836355,12.79642423,12.98121209,12.98121209,83856886.36,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.6,0.136
228046,5267.385812,14.05295238,14.29923819,13.91892067,14.10742857,14.10742857,70675071.43,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.6,0.137
228046,5267.385812,16.0830666,16.32736665,15.88573325,16.14803315,16.14803315,66845850,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.7,0.137
228046,5267.385812,17.06542459,17.28036364,16.93012123,17.1334545,17.1334545,44640750,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.3,0.143
228046,5267.385812,17.78699973,18.00630314,17.50969709,17.773303,17.773303,54587045.45,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.4,0.142
228046,5267.385812,16.25222233,16.62733348,15.915746,16.30336486,16.30336486,82331500,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.2,0.142
228046,5267.385812,16.88977771,17.10809533,16.59879367,16.86041243,16.86041243,57348642.86,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.141
228046,5267.385812,14.874091,15.08487882,14.52160609,14.79884859,14.79884859,68735454.55,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.136
228046,5267.385812,14.70940005,14.9339,14.47269995,14.7254667,14.7254667,58866300,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58.1,0.134
228046,5267.385812,15.34003036,15.57472741,15.12193936,15.34478795,15.34478795,40803750,0.874699113,5.78,14.51,7.83,16.65,13.4,6.64,44.86,,,,58,0.133
319232,5179.779041,13.79743853,13.94126316,13.35249126,13.63747374,13.63747374,62563578.95,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.7,0.134
319232,5179.779041,11.3208333,11.69159995,10.92076655,11.31133315,11.31133315,100279350,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.6,0.134
319232,5179.779041,14.33336368,14.66378782,14.08472732,14.40981818,14.40981818,70174090.91,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.6,0.134
319232,5179.779041,16.74279362,17.05847624,16.41628562,16.73060343,16.73060343,96790928.57,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.5,0.134
319232,5179.779041,14.53469838,14.72952381,14.23853967,14.44225405,14.44225405,73791071.43,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.5,0.133
319232,5179.779041,14.31599991,14.55975759,14.10406059,14.32260614,14.32260614,82958727.27,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.5,0.138
319232,5179.779041,14.76340005,15.04209995,14.6356,14.8919333,14.8919333,55547925,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.4,0.139
319232,5179.779041,14.99492752,15.11060865,14.80194196,14.91562317,14.91562317,40624630.43,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.4,0.139
319232,5179.779041,13.53428576,13.69219052,13.33307943,13.483746,13.483746,50451357.14,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,57.1,0.139
319232,5179.779041,13.53219048,13.65920629,13.30019048,13.44555552,13.44555552,65809142.86,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,56.9,0.134
319232,5179.779041,12.63612695,12.83653976,12.40688886,12.61050805,12.61050805,70632857.14,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,56.9,0.131
319232,5179.779041,13.3045079,13.53180952,13.17095238,13.37019043,13.37019043,62852428.57,0.88573417,5.78,11.47,6.1,13.27,12.6,6,42.35,,,,56.9,0.133
391162,5143.668483,15.86240005,16.08996685,15.6804666,15.95470015,15.95470015,75509700,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.4,0.134
391162,5143.668483,17.52221058,17.79487711,17.32785958,17.58073679,17.58073679,94373684.21,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.3,0.135
391162,5143.668483,17.18388383,17.40988391,17.01031891,17.210435,17.210435,69805630.43,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.3,0.134
391162,5143.668483,20.24652642,20.52733332,20.02143858,20.31722816,20.31722816,92329421.05,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.6,0.135
391162,5143.668483,21.05251509,21.36393936,20.76651523,21.10160618,21.10160618,100940659.1,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.5,0.137
391162,5143.668483,24.45215141,24.729091,23.99248477,24.38690918,24.38690918,126784840.9,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,57.4,0.142
391162,5143.668483,22.07473375,22.35723335,21.53026665,21.92033315,21.92033315,136230000,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.6,0.143
391162,5143.668483,23.35753617,23.66368122,23.06060852,23.39168104,23.39168104,89309739.13,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56.4,0.142
391162,5143.668483,23.9441666,24.23143315,23.56066685,23.85713315,23.85713315,83634525,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56,0.142
391162,5143.668483,22.97045477,23.26624236,22.675212,22.97887868,22.97887868,83888659.09,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56,0.137
391162,5143.668483,20.70438129,20.96923795,20.33006357,20.67946,20.67946,106294857.1,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56,0.136
391162,5143.668483,21.51469995,21.80476675,21.2457669,21.52273305,21.52273305,82413525,0.904601282,5.78,13.66,7.8,16.6,16.64,6.65,43.23,,,,56,0.136
722630,5295.585047,22.45920629,22.85609514,22.17911124,22.57222238,22.57222238,88765357.14,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.1,0.135
722630,5295.585047,22.42112316,22.844807,22.01084232,22.38515795,22.38515795,86202631.58,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.3,0.135
722630,5295.585047,21.16187286,21.54853962,20.64425405,21.06555543,21.06555543,112334642.9,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.3,0.135
722630,5295.585047,19.231492,19.70473029,18.84393657,19.31819033,19.31819033,135936285.7,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.4,0.134
722630,5295.585047,19.27993914,19.64163641,19.01427255,19.32348505,19.32348505,106075977.3,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.2,0.136
722630,5295.585047,22.33092052,22.8441589,21.91374586,22.37336495,22.37336495,152446500,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,56.2,0.139
722630,5295.585047,20.90863524,21.21431752,20.35828567,20.7983171,20.7983171,123091571.4,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.9,0.139
722630,5295.585047,22.00301457,22.51428991,21.54637709,22.08095661,22.08095661,180887087,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.5,0.139
722630,5295.585047,19.26277168,19.72585995,18.886667,19.34319289,19.34319289,154796368.4,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.9,0.138
722630,5295.585047,19.0952753,19.54275365,18.45092743,18.99953643,18.99953643,186756978.3,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.136
722630,5295.585047,22.85228614,23.32107962,22.50822224,22.96634924,22.96634924,95013642.86,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.134
722630,5295.585047,23.06792974,23.52291242,22.41431579,22.94063142,22.94063142,115619368.4,0.926696922,5.78,17.09,10.26,23.47,17.98,7.13,42.5,,,,55.6,0.135
653288,5159.726035,21.980205,22.47440992,21.54661492,22.070205,22.070205,116456653.8,0.943490617,5.78,15.74,9.78,22.39,14.3,6.98,41.2,,,,55.1,0.135
